產品線,子產品/平台,網頁/工具,檔案,對應公開URL或路由,公開crawl狀態,資料來源URL,官方來源數,法源/引用筆數,待補常數來源筆數,待修正引用筆數,查證狀態,備註
民眾版,民法財產權／繼承贈與計算平台,客戶案件管理｜InheritancePro — 已整合至期限管理儀表板,/Users/chouchunyeh/Desktop/choulegal/apps/inheritancepro/case-manager.html,https://inheritance.choulegal.com/case-manager.html,200,https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=1148; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=1148-1; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=1156; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=1157; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=1174; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=44; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=46; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=G0340072&flno=23; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=G0340072&flno=26,9,18,0,0,已查證,公開頁已納入官方來源查核；未見待修正或待補來源項目。
民眾版,民法財產權／繼承贈與計算平台,子女扶養費計算｜InheritancePro,/Users/chouchunyeh/Desktop/choulegal/apps/inheritancepro/child-support.html,https://inheritance.choulegal.com/child-support.html,200,https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=1084; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=1116-2; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=1117; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=1118-1; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=1119,5,24,0,0,已查證,公開頁已納入官方來源查核；未見待修正或待補來源項目。
民眾版,民法財產權／繼承贈與計算平台,繼承期限管理儀表板｜InheritancePro,/Users/chouchunyeh/Desktop/choulegal/apps/inheritancepro/deadline-dashboard.html,https://inheritance.choulegal.com/deadline-dashboard.html,200,https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=1148; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=1148-1; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=1156; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=1157; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=1174; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=44; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=46; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=G0340072&flno=23; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=G0340072&flno=26,9,18,0,0,已查證,公開頁已納入官方來源查核；未見待修正或待補來源項目。
民眾版,民法財產權／繼承贈與計算平台,離婚協議書草稿產生器｜InheritancePro,/Users/chouchunyeh/Desktop/choulegal/apps/inheritancepro/divorce-agreement.html,https://inheritance.choulegal.com/divorce-agreement.html,200,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPSV%2c68%2c%e5%8f%b0%e4%b8%8a%2c3792%2c19791214%2c1&ot=in; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=1030-1; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=1050; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=1052; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=1055; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=1055-1; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=1057,7,16,0,0,已查證,公開頁已納入官方來源查核；未見待修正或待補來源項目。
民眾版,民法財產權／繼承贈與計算平台,特留分侵害試算｜InheritancePro,/Users/chouchunyeh/Desktop/choulegal/apps/inheritancepro/forced-share.html,https://inheritance.choulegal.com/forced-share.html,200,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPSV%2c104%2c%e5%8f%b0%e4%b8%8a%2c521%2c20150326&ot=in; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=1138; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=1146; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=1148-1; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=1173; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=1223; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=1224; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=1225; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=197,9,38,0,0,已查證,公開頁已納入官方來源查核；未見待修正或待補來源項目。
民眾版,民法財產權／繼承贈與計算平台,google40bcdb71d64c63a5,/Users/chouchunyeh/Desktop/choulegal/apps/inheritancepro/google40bcdb71d64c63a5.html,https://inheritance.choulegal.com/google40bcdb71d64c63a5.html,未在公開 crawl 清單,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
民眾版,民法財產權／繼承贈與計算平台,InheritancePro｜民法財產權事件包與工具,/Users/chouchunyeh/Desktop/choulegal/apps/inheritancepro/index.html,https://inheritance.choulegal.com/,200,不適用（未偵測到需查證法源）,0,0,0,0,已查證,公開頁已掃描，未偵測需引用官方法源的法條、裁判或法律常數。
民眾版,民法財產權／繼承贈與計算平台,轉跳中...,/Users/chouchunyeh/Desktop/choulegal/apps/inheritancepro/insurance-amt.html,https://inheritance.choulegal.com/insurance-amt.html,未在公開 crawl 清單,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
民眾版,民法財產權／繼承贈與計算平台,保單價值準備金離婚財產分配計算器｜InheritancePro,/Users/chouchunyeh/Desktop/choulegal/apps/inheritancepro/insurance-divorce.html,https://inheritance.choulegal.com/insurance-divorce.html,200,https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=1030-1; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=1030-3; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=1030-4; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=G0340003&flno=14; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=G0390002&flno=119,5,40,0,0,已查證,公開頁已納入官方來源查核；未見待修正或待補來源項目。
民眾版,民法財產權／繼承贈與計算平台,轉跳中...,/Users/chouchunyeh/Desktop/choulegal/apps/inheritancepro/insurance-forced-share.html,https://inheritance.choulegal.com/insurance-forced-share.html,未在公開 crawl 清單,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
民眾版,民法財產權／繼承贈與計算平台,要保人過世保單處理決策器｜InheritancePro,/Users/chouchunyeh/Desktop/choulegal/apps/inheritancepro/insurance-policyholder-death.html,https://inheritance.choulegal.com/insurance-policyholder-death.html,200,https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=108; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=1148; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=116; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=119; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=4; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=44; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=G0340003&flno=4; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=G0340072&flno=1; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=G0340072&flno=16; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=G0340072&flno=17; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=G0390002&flno=112; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=G0390002&flno=3,12,36,0,0,已查證,公開頁已納入官方來源查核；未見待修正或待補來源項目。
民眾版,民法財產權／繼承贈與計算平台,限定繼承債務試算｜InheritancePro,/Users/chouchunyeh/Desktop/choulegal/apps/inheritancepro/limited-inheritance.html,https://inheritance.choulegal.com/limited-inheritance.html,200,https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=1148; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=1153; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=1154; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=1156; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=1159; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=1160; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=1174; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=244,8,50,0,0,已查證,公開頁已納入官方來源查核；未見待修正或待補來源項目。
民眾版,民法財產權／繼承贈與計算平台,訴訟強度評估｜InheritancePro,/Users/chouchunyeh/Desktop/choulegal/apps/inheritancepro/litigation-strength.html,https://inheritance.choulegal.com/litigation-strength.html,200,https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=1146; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=197; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=23; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=244; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=522,5,12,0,0,已查證,公開頁已納入官方來源查核；未見待修正或待補來源項目。
民眾版,民法財產權／繼承贈與計算平台,登入｜InheritancePro,/Users/chouchunyeh/Desktop/choulegal/apps/inheritancepro/login.html,https://inheritance.choulegal.com/login.html,未在公開 crawl 清單,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
民眾版,民法財產權／繼承贈與計算平台,未成年損害賠償試算｜InheritancePro,/Users/chouchunyeh/Desktop/choulegal/apps/inheritancepro/minor-damages.html,https://inheritance.choulegal.com/minor-damages.html,200,https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=13; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=184; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=187; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=188; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=195; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=197; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=C0000001&flno=195; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=I0020004&flno=2,8,40,0,0,已查證,公開頁已納入官方來源查核；未見待修正或待補來源項目。
民眾版,民法財產權／繼承贈與計算平台,消滅時效計算器｜InheritancePro,/Users/chouchunyeh/Desktop/choulegal/apps/inheritancepro/prescription.html,https://inheritance.choulegal.com/prescription.html,200,https://cons.judicial.gov.tw/docdata.aspx?fid=100&id=310952; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=1146; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=1225; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=125; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=126; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=127; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=128; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=129; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=130; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=137; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=139-143; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=144; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=197,13,82,0,0,已查證,公開頁已納入官方來源查核；未見待修正或待補來源項目。
民眾版,民法財產權／繼承贈與計算平台,所有用戶免費｜InheritancePro,/Users/chouchunyeh/Desktop/choulegal/apps/inheritancepro/pricing.html,https://inheritance.choulegal.com/pricing.html,200,不適用（未偵測到需查證法源）,0,0,0,0,已查證,公開頁已掃描，未偵測需引用官方法源的法條、裁判或法律常數。
民眾版,民法財產權／繼承贈與計算平台,隱私權政策｜InheritancePro,/Users/chouchunyeh/Desktop/choulegal/apps/inheritancepro/privacy.html,https://inheritance.choulegal.com/privacy.html,200,不適用（未偵測到需查證法源）,0,0,0,0,已查證,公開頁已掃描，未偵測需引用官方法源的法條、裁判或法律常數。
民眾版,民法財產權／繼承贈與計算平台,婚後財產判斷器｜InheritancePro,/Users/chouchunyeh/Desktop/choulegal/apps/inheritancepro/property-check.html,https://inheritance.choulegal.com/property-check.html,200,不適用（未偵測到需查證法源）,0,0,0,0,已查證,公開頁已掃描，未偵測需引用官方法源的法條、裁判或法律常數。
民眾版,民法財產權／繼承贈與計算平台,房地合一稅試算（繼承後出售）｜InheritancePro — 已整合至不動產繼承稅務試算,/Users/chouchunyeh/Desktop/choulegal/apps/inheritancepro/property-sale-tax.html,https://inheritance.choulegal.com/property-sale-tax.html,未在公開 crawl 清單,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
民眾版,民法財產權／繼承贈與計算平台,剩餘財產差額分配請求權｜InheritancePro,/Users/chouchunyeh/Desktop/choulegal/apps/inheritancepro/property-split.html,https://inheritance.choulegal.com/property-split.html,200,https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=1017; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=1020-1; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=1030-1; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=1030-4,4,24,0,0,已查證,公開頁已納入官方來源查核；未見待修正或待補來源項目。
民眾版,民法財產權／繼承贈與計算平台,繼承與財產權自救指南 — 遇到這些情況怎麼辦｜InheritancePro,/Users/chouchunyeh/Desktop/choulegal/apps/inheritancepro/self-help.html,https://inheritance.choulegal.com/self-help.html,200,https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=1030; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=1148; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=1164; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=1174; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=1189; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=1223,6,12,0,0,已查證,公開頁已納入官方來源查核；未見待修正或待補來源項目。
民眾版,民法財產權／繼承贈與計算平台,和解金額試算｜InheritancePro,/Users/chouchunyeh/Desktop/choulegal/apps/inheritancepro/settlement-calc.html,https://inheritance.choulegal.com/settlement-calc.html,200,https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=736; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=737; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=738,3,24,0,0,已查證,公開頁已納入官方來源查核；未見待修正或待補來源項目。
民眾版,民法財產權／繼承贈與計算平台,股票繼承估算｜InheritancePro,/Users/chouchunyeh/Desktop/choulegal/apps/inheritancepro/stock-inheritance.html,https://inheritance.choulegal.com/stock-inheritance.html,200,https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=28; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=29; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=44; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=G0340072&flno=10; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=G0340072&flno=23; https://www.mof.gov.tw/singlehtml/384fb3077bb349ea973e7fc6f13b6974?cntId=f2a148bdd1614850be9fa56df8cc9d5c,6,34,0,0,已查證,公開頁已納入官方來源查核；未見待修正或待補來源項目。
民眾版,民法財產權／繼承贈與計算平台,使用者條款｜InheritancePro,/Users/chouchunyeh/Desktop/choulegal/apps/inheritancepro/terms.html,https://inheritance.choulegal.com/terms.html,200,不適用（未偵測到需查證法源）,0,0,0,0,已查證,公開頁已掃描，未偵測需引用官方法源的法條、裁判或法律常數。
民眾版,民法財產權／繼承贈與計算平台,遺囑效力評估｜InheritancePro,/Users/chouchunyeh/Desktop/choulegal/apps/inheritancepro/will-validity.html,https://inheritance.choulegal.com/will-validity.html,200,https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=1065; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=1186; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=1187; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=1189; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=1190; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=1190-1195; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=1191; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=1192; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=1194; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=1195; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=1196; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=1198; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=1209; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=1219; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=1220; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=1221; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=1222; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=1223; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=1225,19,140,0,0,已查證,公開頁已納入官方來源查核；未見待修正或待補來源項目。
民眾版,勞動權益計算平台,我的帳號｜LaborPro,/Users/chouchunyeh/Desktop/choulegal/apps/laborpro/account.html,https://labor.choulegal.com/account.html,未在公開 crawl 清單,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
民眾版,勞動權益計算平台,特休未休折現計算機｜LaborPro,/Users/chouchunyeh/Desktop/choulegal/apps/laborpro/annual-leave.html,https://labor.choulegal.com/annual-leave.html,200,https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=38,1,12,0,0,已查證,公開頁已納入官方來源查核；未見待修正或待補來源項目。
民眾版,勞動權益計算平台,勞基法合規自檢｜LaborPro,/Users/chouchunyeh/Desktop/choulegal/apps/laborpro/compliance-audit.html,https://labor.choulegal.com/compliance-audit.html,200,https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=11; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=12; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=14; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=16; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=21; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=23; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=24; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=3; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=30; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=32; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=33; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=37; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=38; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=50; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=6; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=70; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=78; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=79; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=80-1,19,56,0,0,已查證,公開頁已納入官方來源查核；未見待修正或待補來源項目。
民眾版,勞動權益計算平台,資遣合法性檢查｜LaborPro,/Users/chouchunyeh/Desktop/choulegal/apps/laborpro/dismissal-checklist.html,https://labor.choulegal.com/dismissal-checklist.html,200,https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=11; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=12; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=13; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=14; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=16; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=17; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=50; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=59; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030014&flno=21,9,76,0,0,已查證,公開頁已納入官方來源查核；未見待修正或待補來源項目。
民眾版,勞動權益計算平台,勞資爭議調解流程導引｜LaborPro,/Users/chouchunyeh/Desktop/choulegal/apps/laborpro/dispute-guide.html,https://labor.choulegal.com/dispute-guide.html,200,https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=35; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=37; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=74,3,10,0,0,已查證,公開頁已納入官方來源查核；未見待修正或待補來源項目。
民眾版,勞動權益計算平台,LaborPro｜勞基法事件包與權益工具,/Users/chouchunyeh/Desktop/choulegal/apps/laborpro/index.html,https://labor.choulegal.com/,200,不適用（未偵測到需查證法源）,0,0,0,0,已查證,公開頁已掃描，未偵測需引用官方法源的法條、裁判或法律常數。
民眾版,勞動權益計算平台,我被高薪低報了嗎？投保薪資自查｜LaborPro,/Users/chouchunyeh/Desktop/choulegal/apps/laborpro/insurance-underreport.html,https://labor.choulegal.com/insurance-underreport.html,200,https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0050001&flno=14,1,2,0,0,已查證,公開頁已納入官方來源查核；未見待修正或待補來源項目。
民眾版,勞動權益計算平台,全假別權益計算機｜LaborPro,/Users/chouchunyeh/Desktop/choulegal/apps/laborpro/leave-calc.html,https://labor.choulegal.com/leave-calc.html,200,https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=14; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=15; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=2; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=20; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=3; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=38; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=38-1; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=4; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=50; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=7; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=79,11,80,0,0,已查證,公開頁已納入官方來源查核；未見待修正或待補來源項目。
民眾版,勞動權益計算平台,登入｜LaborPro — 周全法律科技,/Users/chouchunyeh/Desktop/choulegal/apps/laborpro/login.html,https://labor.choulegal.com/login.html,未在公開 crawl 清單,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
民眾版,勞動權益計算平台,競業禁止合法性分析｜LaborPro,/Users/chouchunyeh/Desktop/choulegal/apps/laborpro/non-compete.html,https://labor.choulegal.com/non-compete.html,200,https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=7-1; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=7-2; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=7-3; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=9-1,4,114,0,0,已查證,公開頁已納入官方來源查核；未見待修正或待補來源項目。
民眾版,勞動權益計算平台,離職預告期計算機｜LaborPro,/Users/chouchunyeh/Desktop/choulegal/apps/laborpro/notice-calc.html,https://labor.choulegal.com/notice-calc.html,200,https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=11; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=13; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=14; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=15; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=16; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=33; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=N0030001&flno=79,7,68,0,0,已查證,公開頁已納入官方來源查核；未見待修正或待補來源項目。
